Game Turn, Player, City, UNITOPERATION_SPY_LISTENING_POST, UNITOPERATION_SPY_GAIN_SOURCES, UNITOPERATION_SPY_STEAL_TECH_BOOST, UNITOPERATION_SPY_GREAT_WORK_HEIST, UNITOPERATION_SPY_SABOTAGE_PRODUCTION, UNITOPERATION_SPY_SIPHON_FUNDS, UNITOPERATION_SPY_REC
5, 1, LOC_CITY_NAME_MBUMBI, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
5, 2, LOC_CITY_NAME_ISTANBUL, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
5, 2, LOC_CITY_NAME_BOLOGNA, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, 0.00, -9999.00, -9999.00
5, 2, LOC_CITY_NAME_VALLETTA, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, 0.00, -9999.00, -9999.00
5, 2, LOC_CITY_NAME_HALEP, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
5, 3, LOC_CITY_NAME_MEROE, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
5, 3, LOC_CITY_NAME_LA_VENTA, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, 0.00, -9999.00, -9999.00
5, 4, LOC_CITY_NAME_ANGKOR_THOM, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
5, 5, LOC_CITY_NAME_BUDA, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
5, 6, LOC_CITY_NAME_AACHEN, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
5, 6, LOC_CITY_NAME_MEXICO_CITY, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, 0.00, -9999.00, -9999.00
5, 7, LOC_CITY_NAME_QARAQORUM, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
5, 7, LOC_CITY_NAME_VILNIUS, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, 0.00, -9999.00, -9999.00
5, 8, LOC_CITY_NAME_BABYLON, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, 0.00, -9999.00, -9999.00
5, 8, LOC_CITY_NAME_ROME, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
5, 8, LOC_CITY_NAME_KABUL, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, 0.00, -9999.00, -9999.00
5, 9, LOC_CITY_NAME_URUK, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00
5, 9, LOC_CITY_NAME_GRANADA, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, -9999.00, 0.00, -9999.00, -9999.00
