46,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,EG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;22;23;;;;;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;23;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;25;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;26;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;24;;;;;;;;;;;;;;75;94;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;22;93;76;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;78;;;;;;;;;;;;;;;25;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;;;;;;;;;;;;;;;;25;26;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;75;94;23;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;93;76;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;75;94;23;;;;;;;;;;;;;;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;93;76;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;24;;;;;;;;;75;94;21;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;21;93;76;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;24;;;;;;;;;;;;;78;;;;;;;;;;75;89;88;21;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;21;87;90;76;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;78;;;;;;;;;;;;;;;;;;;;;;;;75;89;14;88;21;21;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;21;21;87;14;90;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;89;14;14;14;14;21;21;23;;;;;;;;;;;;;;;;;;;;;;;;22;21;21;87;14;18;14;90;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;77;77;89;14;14;14;14;21;21;23;;;;;;;;;;;;;;;;;;22;21;21;87;18;14;14;90;77;77;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;77;77;89;14;14;14;88;21;21;21;23;;;;;;;;;;22;21;21;21;87;14;18;14;90;77;77;76;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;77;77;77;89;14;14;14;88;21;21;21;21;21;21;21;21;21;87;14;18;14;90;77;77;77;76;;;;;;;;;;;;;;;;78;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;77;77;77;89;14;14;14;14;14;14;18;14;14;90;77;77;77;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;77;77;77;89;14;90;77;77;77;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;17;17;20;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;89;90;76;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;25;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;76;;;;;;;;;;;;;
47,C;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;;;;;;;;;;;;;;;;;;25;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;78;;;;;;;22;21;21;17;17;17;21;21;17;17;17;17;21;21;23;;;;;;;;;;;;;;;;;;;;;;;;;75;77;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;75;89;18;14;14;18;14;14;14;14;14;18;14;90;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;75;77;77;77;77;77;77;77;77;77;77;77;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;17;17;17;17;17;17;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;21;23;;;;;;;;;;75;89;18;14;18;14;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;26;;;;;;;;;;;75;77;89;14;14;90;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;26;;;;;;;;;;;;;75;89;90;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;26;;;;;;;;;;;;;;75;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;17;17;17;17;17;17;20;;;;22;87;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;89;18;14;18;14;14;26;;;;25;14;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;77;89;14;14;90;76;;;;25;14;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;89;90;76;;;;;25;14;14;88;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;76;;;;;;25;14;14;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;14;18;26;;;;;;;;;;;;;;;;;;;;;;;;22;21;21;17;17;17;17;17;21;21;23;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;14;14;26;;;;;;;;;;;;;;;;;;;;;;;;75;89;18;14;14;14;14;18;14;90;76;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;87;14;14;14;26;;;;;;;;;;;;;;;;;;;;;;;;;75;77;77;77;77;77;77;77;76;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;14;14;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;18;14;14;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;17;17;20;;;;;;;;;;;;;;;;25;14;14;14;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;89;90;76;;;;;;;;;;;;;;;;25;14;14;14;14;88;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;76;;;;;;;;;;;;;;;;;25;14;14;14;14;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;14;14;14;18;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;87;14;14;14;14;14;26;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;14;14;14;14;14;88;23;;;;;;;;;;;;;;;;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;18;14;14;14;14;14;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47,C;SE,s1,true;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;14;14;14;14;14;18;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;17;17;17;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;87;14;14;14;14;14;14;14;88;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;17;17;17;14
14;18;18;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;87;14;14;14;14;14;14;14;14;14;88;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;18;18;14;14
14;14;18;18;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;18;14;14;14;14;14;14;14;14;18;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;18;18;14
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;14;14;14;14;14;14;14;14;14;14;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;18;14;14;14;14;14;14;14;14;14;14;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
